period,expense_head,amount,cost_center,basis,source_description,remarks
2026-04-01,Marketing Expenses,86.30,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 34"
2026-05-01,Marketing Expenses,86.30,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 34"
2026-06-01,Marketing Expenses,86.30,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 34"
2026-07-01,Marketing Expenses,86.30,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 34"
2025-10-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2025-11-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2025-12-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2026-01-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2026-02-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2026-03-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2026-04-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2026-05-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2026-06-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2026-07-01,Marketing Expenses,69.15,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 35"
2025-10-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2025-11-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2025-12-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2026-01-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2026-02-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2026-03-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2026-04-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2026-05-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2026-06-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2026-07-01,Marketing Expenses,69.70,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 36"
2025-10-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2025-11-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2025-12-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2026-01-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2026-02-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2026-03-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2026-04-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2026-05-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2026-06-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2026-07-01,Marketing Expenses,77.45,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 37"
2025-10-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2025-11-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2025-12-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2026-01-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2026-02-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2026-03-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2026-04-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2026-05-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2026-06-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2026-07-01,Marketing Expenses,35.41,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 38"
2025-10-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2025-11-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2025-12-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2026-01-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2026-02-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2026-03-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2026-04-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2026-05-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2026-06-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2026-07-01,Marketing Expenses,35.41,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 39"
2025-10-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2025-11-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2025-12-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2026-01-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2026-02-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2026-03-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2026-04-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2026-05-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2026-06-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2026-07-01,Marketing Expenses,35.41,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 40"
2025-10-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2025-11-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2025-12-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2026-01-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2026-02-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2026-03-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2026-04-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2026-05-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2026-06-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2026-07-01,Marketing Expenses,35.41,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 41"
2025-10-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2025-11-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2025-12-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2026-01-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2026-02-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2026-03-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2026-04-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2026-05-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2026-06-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2026-07-01,Marketing Expenses,35.41,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 42"
2025-10-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2025-11-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2025-12-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2026-01-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2026-02-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2026-03-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2026-04-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2026-05-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2026-06-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2026-07-01,Marketing Expenses,35.41,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 43"
2025-10-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2025-11-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2025-12-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2026-01-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2026-02-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2026-03-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2026-04-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2026-05-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2026-06-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2026-07-01,Marketing Expenses,35.41,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 44"
2025-10-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2025-11-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2025-12-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2026-01-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2026-02-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2026-03-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2026-04-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2026-05-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2026-06-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2026-07-01,Marketing Expenses,35.41,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 45"
2025-10-01,Marketing Expenses,35.41,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 46"
2025-11-01,Marketing Expenses,35.41,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 46"
2025-12-01,Marketing Expenses,35.41,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 46"
2026-01-01,Marketing Expenses,35.41,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 46"
2026-02-01,Marketing Expenses,35.41,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 46"
